TransactionID,Date,CustomerID,ProductCategory,ProductName,Quantity,UnitPrice,Discount,TotalAmount,PaymentMethod,Region,Channel
TX-11915,2026-02-18,CUST-0364,Fashion,Hijab Voal Square,1,45000,0,45000,Cash,Jabodetabek,Offline
TX-11916,2026-02-18,CUST-0478,Fashion,Gamis Muslimah Premium,4,350000,0,1400000,Credit Card,Jawa Barat,Online
TX-11917,2026-02-18,CUST-0550,Fashion,Kaos Polos Cotton,2,85000,10000,160000,Transfer BCA,Jawa Barat,Offline
TX-11918,2026-02-18,CUST-0004,Groceries,Indomie Goreng 1 Dus,5,115000,5000,570000,GoPay,Sulawesi,Online
TX-11919,2026-02-18,CUST-0114,Fashion,Celana Chino Slimfit,1,195000,10000,185000,GoPay,Jawa Timur,Offline
TX-11920,2026-02-18,CUST-0258,Groceries,Minyak Goreng 2L,3,38000,15000,99000,Transfer BCA,Sumatera,Online
TX-11921,2026-02-18,CUST-0109,Electronics,Blender Miyako,1,280000,0,280000,OVO,Jawa Barat,Offline
TX-11922,2026-02-19,CUST-0477,Electronics,"Smart TV Xiaomi 32""",1,1990000,15000,1975000,ShopeePay,Jawa Timur,Online
TX-11923,2026-02-19,CUST-0637,Home Living,Wajan Teflon Anti Lengket,1,185000,5000,180000,ShopeePay,Jawa Tengah,Online
TX-11924,2026-02-19,CUST-0567,Fashion,Gamis Muslimah Premium,5,350000,0,1750000,GoPay,Jabodetabek,Offline
TX-11925,2026-02-19,CUST-0715,Fashion,Kaos Polos Cotton,1,85000,15000,70000,Transfer BCA,Jawa Timur,Offline
TX-11926,2026-02-19,CUST-0087,Fashion,Celana Chino Slimfit,4,195000,0,780000,Transfer BCA,Jabodetabek,Online
TX-11927,2026-02-19,CUST-0599,Groceries,Beras Premium 5kg,4,74000,0,296000,OVO,Jabodetabek,Offline
TX-11928,2026-02-19,CUST-0635,Fashion,Kemeja Batik Pria,3,180000,15000,525000,GoPay,Jawa Barat,Online
TX-11929,2026-02-19,CUST-0757,Groceries,Minyak Goreng 2L,1,38000,10000,28000,Transfer BCA,Jabodetabek,Online
TX-11930,2026-02-19,CUST-0599,Fashion,Hijab Voal Square,5,45000,0,225000,Cash,Jabodetabek,Offline
TX-11931,2026-02-19,CUST-0630,Electronics,Kipas Angin Cosmos,2,320000,5000,635000,GoPay,Jabodetabek,Online
TX-11932,2026-02-19,CUST-0934,Groceries,Susu UHT Cokelat 1L,1,18500,5550,12950,OVO,Sumatera,Online
TX-11933,2026-02-19,CUST-0329,Fashion,Kaos Polos Cotton,1,85000,5000,80000,Cash,Sumatera,Offline
TX-11934,2026-02-19,CUST-0375,Fashion,Hijab Voal Square,2,45000,15000,75000,Transfer BCA,Jabodetabek,Online
TX-11935,2026-02-19,CUST-0781,Fashion,Hijab Voal Square,2,45000,20000,70000,GoPay,Jabodetabek,Online
TX-11936,2026-02-19,CUST-0863,Home Living,Rak Sepatu Minimalis,2,125000,0,250000,GoPay,Jawa Barat,Online
TX-11937,2026-02-19,CUST-0745,Groceries,Sirup Cocopandan,3,22000,15000,51000,Credit Card,Jawa Tengah,Offline
TX-11938,2026-02-19,CUST-0493,Fashion,Kaos Polos Cotton,1,85000,15000,70000,GoPay,Jabodetabek,Online
TX-11939,2026-02-19,CUST-0722,Groceries,Minyak Goreng 2L,2,38000,15000,61000,Cash,Jawa Timur,Offline
TX-11940,2026-02-19,CUST-0292,Groceries,Indomie Goreng 1 Dus,6,115000,0,690000,Cash,Jabodetabek,Offline
TX-11941,2026-02-19,CUST-0677,Groceries,Kopi Susu Aren 1L,1,65000,19500,45500,Transfer BCA,Jawa Timur,Online
TX-11942,2026-02-19,CUST-0724,Groceries,Susu UHT Cokelat 1L,1,18500,0,18500,Cash,Kalimantan,Offline
TX-11943,2026-02-19,CUST-0205,Groceries,Sirup Cocopandan,8,22000,20000,156000,GoPay,Jawa Barat,Offline
TX-11944,2026-02-19,CUST-0415,Fashion,Hijab Voal Square,2,45000,10000,80000,OVO,Jabodetabek,Offline
TX-11945,2026-02-19,CUST-0266,Groceries,Minyak Goreng 2L,3,38000,10000,104000,OVO,Jawa Barat,Offline
TX-11946,2026-02-19,CUST-0336,Fashion,Celana Chino Slimfit,2,195000,0,390000,ShopeePay,Jawa Tengah,Online
TX-11947,2026-02-19,CUST-0422,Groceries,Beras Premium 5kg,2,74000,20000,128000,GoPay,Jawa Barat,Online
TX-11948,2026-02-19,CUST-0079,Fashion,Kaos Polos Cotton,1,85000,0,85000,GoPay,Jawa Barat,Online
TX-11949,2026-02-19,CUST-0662,Fashion,Kemeja Batik Pria,5,180000,0,900000,Cash,Jabodetabek,Offline
TX-11950,2026-02-19,CUST-0494,Groceries,Minyak Goreng 2L,2,38000,0,76000,GoPay,Jawa Timur,Offline
TX-11951,2026-02-19,CUST-0110,Groceries,Minyak Goreng 2L,2,38000,15000,61000,ShopeePay,Jabodetabek,Online
TX-11952,2026-02-19,CUST-0239,Groceries,Kopi Susu Aren 1L,1,65000,0,65000,ShopeePay,Sulawesi,Online
TX-11953,2026-02-19,CUST-0192,Groceries,Kopi Susu Aren 1L,5,65000,0,325000,Cash,Kalimantan,Offline
TX-11954,2026-02-19,CUST-0912,Groceries,Beras Premium 5kg,2,74000,5000,143000,Transfer BCA,Jabodetabek,Offline
TX-11955,2026-02-19,CUST-0905,Electronics,Blender Miyako,1,280000,0,280000,Cash,Jabodetabek,Offline
TX-11956,2026-02-19,CUST-0910,Groceries,Minyak Goreng 2L,1,38000,10000,28000,Cash,Jabodetabek,Offline
TX-11957,2026-02-19,CUST-0439,Groceries,Kopi Susu Aren 1L,2,65000,0,130000,OVO,Jabodetabek,Offline
TX-11958,2026-02-19,CUST-0248,Electronics,Blender Miyako,3,280000,5000,835000,Cash,Jawa Timur,Offline
TX-11959,2026-02-19,CUST-0566,Fashion,Hijab Voal Square,3,45000,10000,125000,OVO,Jawa Timur,Online
TX-11960,2026-02-19,CUST-0816,Groceries,Minyak Goreng 2L,3,38000,0,114000,GoPay,Jabodetabek,Online
TX-11961,2026-02-19,CUST-0944,Fashion,Kaos Polos Cotton,3,85000,0,255000,GoPay,Jawa Timur,Offline
TX-11962,2026-02-19,CUST-0465,Electronics,"Smart TV Xiaomi 32""",3,1990000,10000,5960000,ShopeePay,Jawa Barat,Online
TX-11963,2026-02-19,CUST-0024,Groceries,Minyak Goreng 2L,3,38000,0,114000,Cash,Jabodetabek,Offline
TX-11964,2026-02-19,CUST-0373,Fashion,Kaos Polos Cotton,1,85000,5000,80000,GoPay,Jawa Timur,Offline
TX-11965,2026-02-19,CUST-0176,Fashion,Kemeja Batik Pria,1,180000,0,180000,Transfer BCA,Sumatera,Offline
TX-11966,2026-02-19,CUST-0244,Fashion,Gamis Muslimah Premium,2,350000,5000,695000,GoPay,Jawa Barat,Online
TX-11967,2026-02-19,CUST-0254,Groceries,Minyak Goreng 2L,1,38000,5000,33000,Transfer BCA,Jabodetabek,Offline
TX-11968,2026-02-19,CUST-0353,Electronics,Blender Miyako,1,280000,0,280000,Cash,Jawa Timur,Offline
TX-11969,2026-02-19,CUST-0700,Electronics,Kipas Angin Cosmos,2,320000,15000,625000,GoPay,Jawa Timur,Online
TX-11970,2026-02-19,CUST-0198,Electronics,Rice Cooker Yong Ma,1,650000,10000,640000,Transfer BCA,Jawa Barat,Online
TX-11971,2026-02-19,CUST-0944,Fashion,Hijab Voal Square,3,45000,15000,120000,Transfer BCA,Jawa Tengah,Online
TX-11972,2026-02-19,CUST-0542,Fashion,Celana Chino Slimfit,2,195000,0,390000,Credit Card,Jawa Barat,Offline
TX-11973,2026-02-19,CUST-0391,Home Living,Bantal Kepala Serat Silikon,3,60000,20000,160000,GoPay,Jabodetabek,Online
TX-11974,2026-02-19,CUST-0394,Groceries,Susu UHT Cokelat 1L,2,18500,11100,25900,Cash,Jabodetabek,Offline
TX-11975,2026-02-19,CUST-0637,Groceries,Beras Premium 5kg,1,74000,15000,59000,Transfer BCA,Jabodetabek,Offline
TX-11976,2026-02-19,CUST-0281,Groceries,Kopi Susu Aren 1L,3,65000,0,195000,OVO,Jawa Barat,Online
TX-11977,2026-02-19,CUST-0146,Fashion,Hijab Voal Square,2,45000,10000,80000,Cash,Jabodetabek,Offline
TX-11978,2026-02-19,CUST-0546,Electronics,Rice Cooker Yong Ma,1,650000,10000,640000,OVO,Jabodetabek,Online
TX-11979,2026-02-19,CUST-0541,Groceries,Susu UHT Cokelat 1L,2,18500,10000,27000,Cash,Jabodetabek,Offline
TX-11980,2026-02-19,CUST-0051,Fashion,Celana Chino Slimfit,2,195000,0,390000,OVO,Jawa Barat,Online
TX-11981,2026-02-19,CUST-0384,Fashion,Gamis Muslimah Premium,1,350000,5000,345000,Transfer BCA,Jawa Barat,Online
TX-11982,2026-02-19,CUST-0692,Groceries,Sirup Cocopandan,4,22000,5000,83000,Cash,Jabodetabek,Offline
TX-11983,2026-02-19,CUST-0650,Groceries,Sirup Cocopandan,2,22000,0,44000,Credit Card,Jawa Tengah,Offline
TX-11984,2026-02-19,CUST-0098,Groceries,Sirup Cocopandan,2,22000,13200,30800,Transfer BCA,Kalimantan,Online
TX-11985,2026-02-19,CUST-0838,Fashion,Gamis Muslimah Premium,3,350000,10000,1040000,Credit Card,Jawa Tengah,Offline
TX-11986,2026-02-19,CUST-0715,Fashion,Celana Chino Slimfit,1,195000,10000,185000,Cash,Jabodetabek,Offline
TX-11987,2026-02-19,CUST-0982,Fashion,Gamis Muslimah Premium,2,350000,0,700000,Cash,Sumatera,Offline
TX-11988,2026-02-19,CUST-0982,Groceries,Sirup Cocopandan,2,22000,13200,30800,GoPay,Jabodetabek,Online
TX-11989,2026-02-19,CUST-0680,Home Living,Bantal Kepala Serat Silikon,1,60000,0,60000,GoPay,Kalimantan,Offline
TX-11990,2026-02-19,CUST-0401,Electronics,Blender Miyako,1,280000,0,280000,Transfer BCA,Jabodetabek,Online
TX-11991,2026-02-19,CUST-0959,Fashion,Hijab Voal Square,1,45000,0,45000,Cash,Jawa Barat,Offline
TX-11992,2026-02-19,CUST-0455,Groceries,Indomie Goreng 1 Dus,3,115000,15000,330000,ShopeePay,Jawa Tengah,Online
TX-11993,2026-02-19,CUST-0190,Groceries,Susu UHT Cokelat 1L,3,18500,10000,45500,ShopeePay,Jawa Barat,Online
TX-11994,2026-02-19,CUST-0252,Groceries,Kopi Susu Aren 1L,3,65000,0,195000,OVO,Jabodetabek,Online
TX-11995,2026-02-19,CUST-0989,Groceries,Minyak Goreng 2L,3,38000,5000,109000,OVO,Sulawesi,Online
TX-11996,2026-02-19,CUST-0657,Groceries,Minyak Goreng 2L,5,38000,0,190000,Transfer BCA,Jabodetabek,Offline
TX-11997,2026-02-19,CUST-0339,Fashion,Gamis Muslimah Premium,2,350000,15000,685000,GoPay,Jabodetabek,Online
TX-11998,2026-02-19,CUST-0686,Fashion,Kemeja Batik Pria,3,180000,10000,530000,ShopeePay,Jawa Tengah,Online
TX-11999,2026-02-19,CUST-0266,Groceries,Minyak Goreng 2L,2,38000,10000,66000,GoPay,Jawa Timur,Online
TX-12000,2026-02-19,CUST-0120,Electronics,Kipas Angin Cosmos,2,320000,20000,620000,OVO,Jawa Timur,Online
TX-12001,2026-02-19,CUST-0916,Electronics,Blender Miyako,2,280000,0,560000,GoPay,Jabodetabek,Online
TX-12002,2026-02-19,CUST-0047,Fashion,Celana Chino Slimfit,2,195000,15000,375000,Cash,Jabodetabek,Offline
TX-12003,2026-02-19,CUST-0819,Fashion,Hijab Voal Square,1,45000,10000,35000,ShopeePay,Jabodetabek,Online
TX-12004,2026-02-19,CUST-0274,Fashion,Kaos Polos Cotton,2,85000,15000,155000,OVO,Jabodetabek,Offline
TX-12005,2026-02-20,CUST-0587,Groceries,Sirup Cocopandan,2,22000,13200,30800,GoPay,Jawa Tengah,Online
TX-12006,2026-02-20,CUST-0141,Groceries,Sirup Cocopandan,3,22000,0,66000,OVO,Jabodetabek,Offline
TX-12007,2026-02-20,CUST-0016,Home Living,Sprei Microfiber King,3,145000,15000,420000,ShopeePay,Jawa Barat,Online
TX-12008,2026-02-20,CUST-0162,Groceries,Susu UHT Cokelat 1L,1,18500,5000,13500,ShopeePay,Sumatera,Online
TX-12009,2026-02-20,CUST-0080,Groceries,Indomie Goreng 1 Dus,3,115000,20000,325000,OVO,Jawa Timur,Online
TX-12010,2026-02-20,CUST-0536,Groceries,Kopi Susu Aren 1L,2,65000,20000,110000,Transfer BCA,Jabodetabek,Offline
TX-12011,2026-02-20,CUST-0360,Electronics,Rice Cooker Yong Ma,2,650000,0,1300000,OVO,Jabodetabek,Offline
TX-12012,2026-02-20,CUST-0947,Fashion,Kaos Polos Cotton,2,85000,0,170000,OVO,Sumatera,Online
TX-12013,2026-02-20,CUST-0624,Fashion,Kaos Polos Cotton,1,85000,10000,75000,ShopeePay,Jawa Barat,Online
TX-12014,2026-02-20,CUST-0064,Fashion,Hijab Voal Square,5,45000,10000,215000,Cash,Jabodetabek,Offline
TX-12015,2026-02-20,CUST-0058,Groceries,Kopi Susu Aren 1L,2,65000,20000,110000,GoPay,Jawa Barat,Online
TX-12016,2026-02-20,CUST-0451,Fashion,Kaos Polos Cotton,2,85000,5000,165000,ShopeePay,Jawa Barat,Online
TX-12017,2026-02-20,CUST-0910,Electronics,"Smart TV Xiaomi 32""",3,1990000,5000,5965000,Cash,Jawa Barat,Offline
TX-12018,2026-02-20,CUST-0442,Groceries,Sirup Cocopandan,5,22000,5000,105000,GoPay,Jabodetabek,Offline
TX-12019,2026-02-20,CUST-0283,Fashion,Hijab Voal Square,5,45000,0,225000,OVO,Jabodetabek,Offline
TX-12020,2026-02-20,CUST-0869,Groceries,Beras Premium 5kg,3,74000,10000,212000,OVO,Jabodetabek,Online
TX-12021,2026-02-20,CUST-0942,Groceries,Beras Premium 5kg,1,74000,20000,54000,Cash,Jawa Timur,Offline
TX-12022,2026-02-20,CUST-0099,Fashion,Celana Chino Slimfit,1,195000,5000,190000,GoPay,Jawa Barat,Offline
TX-12023,2026-02-20,CUST-0846,Fashion,Kaos Polos Cotton,3,85000,0,255000,Cash,Jawa Tengah,Offline
TX-12024,2026-02-20,CUST-0429,Fashion,Kemeja Batik Pria,1,180000,20000,160000,GoPay,Jawa Timur,Offline
TX-12025,2026-02-20,CUST-0316,Fashion,Kemeja Batik Pria,5,180000,10000,890000,GoPay,Jabodetabek,Offline
TX-12026,2026-02-20,CUST-0681,Groceries,Minyak Goreng 2L,3,38000,0,114000,Credit Card,Sulawesi,Online
TX-12027,2026-02-20,CUST-0020,Groceries,Susu UHT Cokelat 1L,3,18500,0,55500,OVO,Jabodetabek,Online
TX-12028,2026-02-20,CUST-0556,Fashion,Celana Chino Slimfit,1,195000,15000,180000,Credit Card,Kalimantan,Offline
TX-12029,2026-02-20,CUST-0942,Electronics,Rice Cooker Yong Ma,3,650000,0,1950000,OVO,Jawa Tengah,Offline
TX-12030,2026-02-20,CUST-0842,Fashion,Celana Chino Slimfit,3,195000,20000,565000,Cash,Jawa Barat,Offline
TX-12031,2026-02-20,CUST-0977,Fashion,Kemeja Batik Pria,3,180000,5000,535000,Cash,Jabodetabek,Offline
TX-12032,2026-02-20,CUST-0944,Fashion,Kemeja Batik Pria,2,180000,10000,350000,Cash,Sulawesi,Offline
TX-12033,2026-02-20,CUST-0257,Groceries,Susu UHT Cokelat 1L,2,18500,5000,32000,GoPay,Jabodetabek,Offline
TX-12034,2026-02-20,CUST-0920,Electronics,Blender Miyako,2,280000,10000,550000,Cash,Jawa Barat,Offline
TX-12035,2026-02-20,CUST-0467,Fashion,Hijab Voal Square,2,45000,0,90000,Cash,Jabodetabek,Offline
TX-12036,2026-02-20,CUST-0676,Fashion,Gamis Muslimah Premium,3,350000,20000,1030000,OVO,Jawa Timur,Online
TX-12037,2026-02-20,CUST-0989,Fashion,Hijab Voal Square,2,45000,0,90000,Cash,Jabodetabek,Offline
TX-12038,2026-02-20,CUST-0047,Fashion,Kaos Polos Cotton,3,85000,0,255000,Transfer BCA,Jawa Barat,Offline
TX-12039,2026-02-20,CUST-0432,Groceries,Susu UHT Cokelat 1L,2,18500,11100,25900,ShopeePay,Jawa Tengah,Online
TX-12040,2026-02-20,CUST-0343,Home Living,Bantal Kepala Serat Silikon,1,60000,5000,55000,ShopeePay,Jawa Timur,Online
TX-12041,2026-02-20,CUST-0306,Groceries,Susu UHT Cokelat 1L,3,18500,5000,50500,Cash,Jawa Barat,Offline
TX-12042,2026-02-20,CUST-0599,Groceries,Kopi Susu Aren 1L,4,65000,20000,240000,Cash,Jawa Tengah,Offline
TX-12043,2026-02-20,CUST-0665,Fashion,Kaos Polos Cotton,1,85000,0,85000,GoPay,Jabodetabek,Online
TX-12044,2026-02-20,CUST-0707,Groceries,Susu UHT Cokelat 1L,2,18500,11100,25900,GoPay,Jabodetabek,Offline
TX-12045,2026-02-20,CUST-0809,Groceries,Susu UHT Cokelat 1L,2,18500,0,37000,Cash,Sumatera,Offline
TX-12046,2026-02-20,CUST-0523,Fashion,Kaos Polos Cotton,2,85000,0,170000,Cash,Jawa Barat,Offline
TX-12047,2026-02-20,CUST-0657,Groceries,Kopi Susu Aren 1L,3,65000,5000,190000,GoPay,Jabodetabek,Offline
TX-12048,2026-02-20,CUST-0542,Groceries,Sirup Cocopandan,2,22000,13200,30800,Transfer BCA,Jawa Barat,Offline
TX-12049,2026-02-20,CUST-0927,Groceries,Beras Premium 5kg,1,74000,0,74000,Cash,Jabodetabek,Offline
TX-12050,2026-02-20,CUST-0578,Fashion,Kaos Polos Cotton,2,85000,5000,165000,GoPay,Kalimantan,Offline
TX-12051,2026-02-20,CUST-0194,Electronics,Air Fryer Philips,3,1200000,0,3600000,GoPay,Sumatera,Offline
TX-12052,2026-02-20,CUST-0919,Groceries,Susu UHT Cokelat 1L,5,18500,0,92500,OVO,Jabodetabek,Offline
TX-12053,2026-02-20,CUST-0192,Groceries,Indomie Goreng 1 Dus,4,115000,15000,445000,Transfer BCA,Jawa Barat,Online
TX-12054,2026-02-20,CUST-0917,Fashion,Kemeja Batik Pria,1,180000,10000,170000,Cash,Kalimantan,Offline
TX-12055,2026-02-20,CUST-0013,Groceries,Minyak Goreng 2L,4,38000,20000,132000,ShopeePay,Sulawesi,Online
TX-12056,2026-02-20,CUST-0069,Home Living,Rak Sepatu Minimalis,3,125000,0,375000,GoPay,Jabodetabek,Online
TX-12057,2026-02-20,CUST-0073,Groceries,Minyak Goreng 2L,1,38000,11400,26600,Transfer BCA,Jabodetabek,Offline
TX-12058,2026-02-20,CUST-0034,Fashion,Hijab Voal Square,2,45000,0,90000,GoPay,Sumatera,Online
TX-12059,2026-02-20,CUST-0963,Fashion,Gamis Muslimah Premium,1,350000,10000,340000,GoPay,Jabodetabek,Online
TX-12060,2026-02-20,CUST-0959,Home Living,Bantal Kepala Serat Silikon,2,60000,0,120000,Cash,Jawa Tengah,Offline
TX-12061,2026-02-20,CUST-0411,Groceries,Sirup Cocopandan,4,22000,0,88000,Cash,Sumatera,Offline
TX-12062,2026-02-20,CUST-0760,Fashion,Kemeja Batik Pria,3,180000,0,540000,Cash,Jabodetabek,Offline
TX-12063,2026-02-20,CUST-0586,Groceries,Indomie Goreng 1 Dus,4,115000,0,460000,Transfer BCA,Jawa Timur,Offline
TX-12064,2026-02-20,CUST-0397,Fashion,Gamis Muslimah Premium,2,350000,10000,690000,GoPay,Jabodetabek,Offline
TX-12065,2026-02-20,CUST-0634,Groceries,Indomie Goreng 1 Dus,2,115000,20000,210000,Cash,Jawa Barat,Offline
TX-12066,2026-02-20,CUST-0359,Groceries,Indomie Goreng 1 Dus,4,115000,0,460000,ShopeePay,Jabodetabek,Online
TX-12067,2026-02-20,CUST-0763,Fashion,Hijab Voal Square,3,45000,10000,125000,OVO,Jawa Barat,Online
TX-12068,2026-02-20,CUST-0300,Fashion,Gamis Muslimah Premium,4,350000,0,1400000,OVO,Jabodetabek,Offline
TX-12069,2026-02-20,CUST-0027,Groceries,Sirup Cocopandan,3,22000,0,66000,Credit Card,Jabodetabek,Online
TX-12070,2026-02-20,CUST-0755,Groceries,Minyak Goreng 2L,2,38000,0,76000,GoPay,Jawa Barat,Offline
TX-12071,2026-02-20,CUST-0999,Groceries,Indomie Goreng 1 Dus,4,115000,0,460000,Cash,Jabodetabek,Offline
TX-12072,2026-02-20,CUST-0625,Groceries,Susu UHT Cokelat 1L,1,18500,0,18500,GoPay,Jabodetabek,Offline
TX-12073,2026-02-20,CUST-0917,Fashion,Kaos Polos Cotton,2,85000,0,170000,Transfer BCA,Jawa Barat,Online
TX-12074,2026-02-20,CUST-0602,Groceries,Beras Premium 5kg,1,74000,0,74000,Cash,Jabodetabek,Offline
TX-12075,2026-02-20,CUST-0013,Fashion,Kaos Polos Cotton,4,85000,15000,325000,GoPay,Jabodetabek,Online
TX-12076,2026-02-20,CUST-0619,Electronics,"Smart TV Xiaomi 32""",1,1990000,5000,1985000,Cash,Jawa Timur,Offline
TX-12077,2026-02-20,CUST-0064,Groceries,Susu UHT Cokelat 1L,5,18500,0,92500,OVO,Jabodetabek,Offline
TX-12078,2026-02-20,CUST-0547,Fashion,Kemeja Batik Pria,5,180000,15000,885000,Cash,Jabodetabek,Offline
TX-12079,2026-02-20,CUST-0615,Groceries,Kopi Susu Aren 1L,3,65000,20000,175000,GoPay,Jabodetabek,Online
TX-12080,2026-02-20,CUST-0308,Groceries,Minyak Goreng 2L,3,38000,0,114000,Transfer BCA,Sumatera,Offline
TX-12081,2026-02-20,CUST-0518,Fashion,Hijab Voal Square,3,45000,5000,130000,ShopeePay,Jawa Barat,Online
TX-12082,2026-02-20,CUST-0166,Fashion,Gamis Muslimah Premium,1,350000,10000,340000,Transfer BCA,Jawa Timur,Offline
TX-12083,2026-02-20,CUST-0173,Groceries,Susu UHT Cokelat 1L,3,18500,5000,50500,Cash,Jabodetabek,Offline
TX-12084,2026-02-20,CUST-0115,Fashion,Celana Chino Slimfit,1,195000,20000,175000,Cash,Jawa Tengah,Offline
TX-12085,2026-02-20,CUST-0346,Fashion,Celana Chino Slimfit,3,195000,20000,565000,GoPay,Sulawesi,Online
TX-12086,2026-02-20,CUST-0715,Home Living,Sprei Microfiber King,3,145000,0,435000,ShopeePay,Jawa Timur,Online
TX-12087,2026-02-20,CUST-0723,Fashion,Gamis Muslimah Premium,2,350000,0,700000,OVO,Jawa Tengah,Offline
TX-12088,2026-02-20,CUST-0432,Electronics,Air Fryer Philips,2,1200000,0,2400000,Cash,Jabodetabek,Offline
TX-12089,2026-02-20,CUST-0591,Groceries,Minyak Goreng 2L,2,38000,5000,71000,ShopeePay,Jabodetabek,Online
TX-12090,2026-02-20,CUST-0217,Groceries,Sirup Cocopandan,6,22000,20000,112000,Transfer BCA,Jawa Barat,Online
TX-12091,2026-02-20,CUST-0381,Groceries,Indomie Goreng 1 Dus,3,115000,0,345000,OVO,Jabodetabek,Online
TX-12092,2026-02-20,CUST-0663,Fashion,Gamis Muslimah Premium,1,350000,0,350000,GoPay,Jawa Barat,Online
TX-12093,2026-02-20,CUST-0196,Home Living,Sprei Microfiber King,3,145000,5000,430000,ShopeePay,Jabodetabek,Online
TX-12094,2026-02-20,CUST-0318,Fashion,Celana Chino Slimfit,2,195000,15000,375000,ShopeePay,Jabodetabek,Online
TX-12095,2026-02-20,CUST-0629,Groceries,Sirup Cocopandan,6,22000,10000,122000,Transfer BCA,Sumatera,Offline
TX-12096,2026-02-20,CUST-0957,Groceries,Susu UHT Cokelat 1L,2,18500,0,37000,Cash,Kalimantan,Offline
TX-12097,2026-02-21,CUST-0940,Home Living,Rak Sepatu Minimalis,4,125000,0,500000,ShopeePay,Jabodetabek,Online
TX-12098,2026-02-21,CUST-0124,Fashion,Hijab Voal Square,2,45000,15000,75000,Transfer BCA,Jawa Barat,Online
TX-12099,2026-02-21,CUST-0541,Groceries,Indomie Goreng 1 Dus,4,115000,15000,445000,Cash,Jabodetabek,Offline
TX-12100,2026-02-21,CUST-0668,Groceries,Kopi Susu Aren 1L,2,65000,20000,110000,OVO,Sumatera,Online
TX-12101,2026-02-21,CUST-0304,Groceries,Beras Premium 5kg,1,74000,0,74000,Cash,Sumatera,Offline
TX-12102,2026-02-21,CUST-0105,Groceries,Susu UHT Cokelat 1L,1,18500,5550,12950,GoPay,Jawa Timur,Online
TX-12103,2026-02-21,CUST-0974,Groceries,Indomie Goreng 1 Dus,3,115000,15000,330000,Cash,Jawa Barat,Offline
TX-12104,2026-02-21,CUST-0474,Groceries,Kopi Susu Aren 1L,4,65000,15000,245000,GoPay,Jabodetabek,Online
TX-12105,2026-02-21,CUST-0219,Groceries,Susu UHT Cokelat 1L,3,18500,0,55500,Cash,Sulawesi,Offline
TX-12106,2026-02-21,CUST-0587,Home Living,Sprei Microfiber King,3,145000,0,435000,Cash,Jawa Timur,Offline
TX-12107,2026-02-21,CUST-0308,Fashion,Celana Chino Slimfit,3,195000,15000,570000,GoPay,Jabodetabek,Online
TX-12108,2026-02-21,CUST-0731,Fashion,Gamis Muslimah Premium,3,350000,0,1050000,Cash,Jawa Barat,Offline
TX-12109,2026-02-21,CUST-0051,Fashion,Kemeja Batik Pria,3,180000,0,540000,Cash,Sumatera,Offline
TX-12110,2026-02-21,CUST-0009,Fashion,Kaos Polos Cotton,3,85000,15000,240000,GoPay,Jabodetabek,Online
TX-12111,2026-02-21,CUST-0707,Fashion,Celana Chino Slimfit,1,195000,0,195000,Transfer BCA,Jabodetabek,Offline
TX-12112,2026-02-21,CUST-0064,Groceries,Sirup Cocopandan,5,22000,10000,100000,Transfer BCA,Jawa Tengah,Offline
TX-12113,2026-02-21,CUST-0633,Electronics,Kipas Angin Cosmos,2,320000,20000,620000,OVO,Sulawesi,Offline
TX-12114,2026-02-21,CUST-0897,Electronics,Kipas Angin Cosmos,2,320000,10000,630000,ShopeePay,Jabodetabek,Online
TX-12115,2026-02-21,CUST-0684,Fashion,Kemeja Batik Pria,1,180000,15000,165000,Cash,Jabodetabek,Offline
TX-12116,2026-02-21,CUST-0988,Fashion,Hijab Voal Square,1,45000,0,45000,Transfer BCA,Jawa Barat,Offline
TX-12117,2026-02-21,CUST-0428,Fashion,Kemeja Batik Pria,2,180000,20000,340000,GoPay,Jabodetabek,Offline
TX-12118,2026-02-21,CUST-0923,Home Living,Sprei Microfiber King,1,145000,20000,125000,Cash,Jawa Tengah,Offline
TX-12119,2026-02-21,CUST-0710,Home Living,Wajan Teflon Anti Lengket,1,185000,20000,165000,GoPay,Jawa Barat,Online
TX-12120,2026-02-21,CUST-0519,Fashion,Kaos Polos Cotton,2,85000,15000,155000,Transfer BCA,Jawa Timur,Online
TX-12121,2026-02-21,CUST-0940,Groceries,Kopi Susu Aren 1L,5,65000,0,325000,ShopeePay,Jabodetabek,Online
TX-12122,2026-02-21,CUST-0139,Fashion,Kaos Polos Cotton,3,85000,0,255000,Cash,Jawa Timur,Offline
TX-12123,2026-02-21,CUST-0819,Groceries,Beras Premium 5kg,3,74000,0,222000,GoPay,Jawa Barat,Offline
TX-12124,2026-02-21,CUST-0431,Groceries,Sirup Cocopandan,3,22000,0,66000,ShopeePay,Jabodetabek,Online
TX-12125,2026-02-21,CUST-0846,Fashion,Gamis Muslimah Premium,3,350000,0,1050000,Credit Card,Jawa Tengah,Offline
TX-12126,2026-02-21,CUST-0672,Fashion,Gamis Muslimah Premium,3,350000,15000,1035000,Cash,Jawa Barat,Offline
TX-12127,2026-02-21,CUST-0223,Home Living,Bantal Kepala Serat Silikon,3,60000,15000,165000,Cash,Sumatera,Offline
TX-12128,2026-02-21,CUST-0724,Fashion,Kaos Polos Cotton,3,85000,0,255000,Cash,Sumatera,Offline
